"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.129123042E0,-7.677001953E-1,-8.480111694E1,7.939636230E0,8.517544612E1
3.139111042E0,-7.450256348E-1,-8.502688599E1,8.053604126E0,8.541069572E1
3.149100042E0,-6.797027588E-1,-8.481283569E1,8.266098022E0,8.521741295E1
3.159088042E0,-7.421569824E-1,-8.500823975E1,8.536819458E0,8.543903621E1
3.169076042E0,-7.972869873E-1,-8.505767822E1,8.631759644E0,8.549825475E1
3.179065042E0,-6.865386963E-1,-8.480609131E1,8.477478027E0,8.523152053E1
3.189053042E0,-6.175231934E-1,-8.497042847E1,8.381668091E0,8.538505378E1
3.199041042E0,-5.665435791E-1,-8.479019165E1,8.533691406E0,8.522042866E1
3.209030042E0,-6.714019775E-1,-8.501208496E1,8.556732178E0,8.544426859E1
3.219018042E0,-7.736206055E-1,-8.512640381E1,8.606277466E0,8.556384240E1
3.229006042E0,-6.480255127E-1,-8.502581787E1,8.566696167E0,8.545874984E1
3.238995042E0,-6.312866211E-1,-8.507189941E1,8.531814575E0,8.550098510E1
3.248983042E0,-5.646057129E-1,-8.489443970E1,8.638000488E0,8.533463379E1
3.258971042E0,-7.053222656E-1,-8.514355469E1,8.597747803E0,8.557945812E1
3.268960042E0,-6.721191406E-1,-8.515756226E1,8.670196533E0,8.560043494E1
3.278948042E0,-4.048004150E-1,-8.486389160E1,8.607376099E0,8.530023965E1
3.288937417E0,-5.412750244E-1,-8.504879761E1,8.474441528E0,8.547167433E1
3.298925417E0,-5.903167725E-1,-8.487509155E1,8.639617920E0,8.531572327E1
3.308913417E0,-5.500488281E-1,-8.504736328E1,8.604690552E0,8.548331565E1
3.318902417E0,-4.797973633E-1,-8.566131592E1,9.190780640E0,8.615429008E1
3.328890417E0,-5.053863525E-1,-8.559277344E1,9.254806519E0,8.609314563E1
3.338878417E0,-4.555511475E-1,-8.564276123E1,9.285888672E0,8.614590998E1
3.348867417E0,-2.473907471E-1,-8.543804932E1,9.279754639E0,8.594088270E1
3.358855417E0,-2.666168213E-1,-8.565536499E1,9.410629272E0,8.617118184E1
3.368843417E0,-5.717773438E-1,-8.595733643E1,9.271636963E0,8.645781553E1
3.378832417E0,-3.416748047E-1,-8.572393799E1,9.399887085E0,8.623843785E1
3.388820417E0,-4.543914795E-1,-8.587414551E1,9.376312256E0,8.638570813E1
3.398808417E0,-4.705505371E-1,-8.562457275E1,9.384338379E0,8.613857837E1
3.408797417E0,-4.302062988E-1,-8.577212524E1,9.535919189E0,8.630165874E1
3.418785417E0,-5.191040039E-1,-8.604959106E1,9.475234985E0,8.657125198E1
3.428773417E0,-2.131347656E-1,-8.558541870E1,9.570892334E0,8.611916918E1
3.438762417E0,-3.015289307E-1,-8.575335693E1,9.519393921E0,8.628063517E1
3.448750417E0,-2.231903076E-1,-8.551284790E1,9.625350952E0,8.605314841E1
3.458738417E0,-3.811645508E-1,-8.590982056E1,9.582946777E0,8.644348109E1
3.468727417E0,-4.032592773E-1,-8.603182983E1,9.892654419E0,8.659967075E1
3.478715417E0,-3.567504883E-1,-8.571783447E1,9.864410400E0,8.628430338E1
3.488704417E0,-4.876708984E-1,-8.600714111E1,9.765884399E0,8.656118439E1
3.498692417E0,-3.079681396E-1,-8.580087280E1,1.006959534E1,8.639028515E1
3.508680417E0,-2.320861816E-1,-8.588354492E1,9.990081787E0,8.646293360E1
3.518669417E0,-2.344512939E-1,-8.600192261E1,1.018634033E1,8.660339017E1
3.528657417E0,-2.070922852E-1,-8.585461426E1,1.018870544E1,8.645731545E1
3.538645417E0,-2.525482178E-1,-8.622778320E1,1.035186768E1,8.684731165E1
3.548634417E0,-1.429595947E-1,-8.588562012E1,1.060398865E1,8.653788047E1
3.558622417E0,-2.778778076E-1,-8.618432617E1,1.058920288E1,8.683286539E1
3.568610417E0,-4.134979248E-1,-8.647946167E1,1.081950378E1,8.715463231E1
3.578599417E0,-8.860778809E-2,-8.605743408E1,1.091555786E1,8.674698390E1
3.588587417E0,-1.929016113E-1,-8.635217285E1,1.073826599E1,8.701750010E1
3.598575417E0,-1.649932861E-1,-8.620425415E1,1.077955627E1,8.687577044E1
3.608564417E0,-2.256469727E-1,-8.635104370E1,1.070050049E1,8.701180595E1
3.618552417E0,-2.326049805E-1,-8.654385376E1,1.083245850E1,8.721946392E1
3.628540417E0,-2.336425781E-1,-8.617358398E1,1.110786438E1,8.688685641E1
3.638529417E0,-1.479034424E-1,-8.641271973E1,1.110552979E1,8.712354904E1
3.648517417E0,-1.424407959E-1,-8.612380981E1,1.122961426E1,8.685295126E1
3.658506417E0,-1.694946289E-1,-8.648129272E1,1.139576721E1,8.722904465E1
3.668494417E0,-1.468658447E-1,-8.650210571E1,1.128813171E1,8.723564512E1
3.678482417E0,-1.544494629E-1,-8.628167725E1,1.144543457E1,8.703763356E1
3.688471417E0,-2.600402832E-1,-8.653997803E1,1.135612488E1,8.728228337E1
3.698459417E0,-1.609039307E-1,-8.631936646E1,1.150477600E1,8.708282716E1
3.708447417E0,-3.053283691E-1,-8.653875732E1,1.178901672E1,8.733859777E1
3.718436417E0,-2.421569824E-1,-8.678012085E1,1.158627319E1,8.755049823E1
3.728424417E0,-3.950500488E-2,-8.669888306E1,1.170864868E1,8.748594366E1
3.738412417E0,-1.584167480E-1,-8.686822510E1,1.180879211E1,8.766733256E1
3.748401417E0,-2.336578369E-1,-8.659393311E1,1.224980164E1,8.745639763E1
3.758389417E0,-6.132507324E-2,-8.674502563E1,1.206184387E1,8.757962840E1
3.768377417E0,-1.499176025E-1,-8.697848511E1,1.226324463E1,8.783886677E1
3.778366417E0,-5.082702637E-2,-8.667681885E1,1.224922180E1,8.753808853E1
3.788354417E0,-1.277770996E-1,-8.694180298E1,1.234503174E1,8.781396951E1
3.798342417E0,7.781982422E-2,-8.671081543E1,1.270904541E1,8.763727177E1
3.808331417E0,6.349182129E-2,-8.697781372E1,1.264532471E1,8.789225420E1
3.818319417E0,-1.647949219E-3,-8.716641235E1,1.276242065E1,8.809575941E1
3.828307417E0,1.497192383E-1,-8.685159302E1,1.307978821E1,8.783110204E1
3.838296417E0,2.746582031E-2,-8.712625122E1,1.302471924E1,8.809442501E1
3.848284417E0,1.483917236E-1,-8.681848145E1,1.303944397E1,8.779235638E1
3.858273417E0,2.777099609E-3,-8.709362793E1,1.324443054E1,8.809492025E1
3.868261417E0,-1.142578125E-1,-8.732278442E1,1.321780396E1,8.831756380E1
3.878249417E0,3.504943848E-2,-8.709500122E1,1.333489990E1,8.810993146E1
3.888238417E0,-1.103363037E-1,-8.735369873E1,1.319715881E1,8.834503867E1
3.898226417E0,-1.063537598E-2,-8.717205811E1,1.372702026E1,8.824624022E1
3.908214417E0,3.384399414E-2,-8.734762573E1,1.364343262E1,8.840674250E1
3.918203417E0,-1.045074463E-1,-8.756903076E1,1.379132080E1,8.864844387E1
3.928191417E0,-2.349853516E-3,-8.732904053E1,1.403302002E1,8.844934695E1
3.938179417E0,-1.104736328E-1,-8.745849609E1,1.396070862E1,8.856580677E1
3.948168417E0,-3.895568848E-2,-8.724240112E1,1.430499268E1,8.840741421E1
3.958156417E0,-1.700286865E-1,-8.765005493E1,1.408963013E1,8.877543983E1
3.968144417E0,-1.757965088E-1,-8.785003662E1,1.405982971E1,8.896818898E1
3.978133417E0,-2.094421387E-1,-8.760848999E1,1.415216064E1,8.874443664E1
3.988121417E0,-1.918334961E-1,-8.774200439E1,1.415287781E1,8.887631904E1
3.998109417E0,-1.594543457E-1,-8.755917358E1,1.455354309E1,8.876057639E1
4.008098417E0,-1.505737305E-1,-8.769918823E1,1.444262695E1,8.888059272E1
4.018086417E0,-2.821044922E-1,-8.798999023E1,1.482560730E1,8.923069313E1
4.028075417E0,-9.458923340E-2,-8.780874634E1,1.489955139E1,8.906391813E1
4.038063417E0,-1.361846924E-1,-8.802285767E1,1.491534424E1,8.927771005E1
4.048051417E0,1.342315674E-1,-8.764547729E1,1.516198730E1,8.894736403E1
4.058040417E0,-2.668762207E-2,-8.795977783E1,1.493482971E1,8.921867723E1
4.068028417E0,1.850891113E-2,-8.803106689E1,1.528985596E1,8.934902784E1
4.078016417E0,1.936187744E-1,-8.781625366E1,1.561973572E1,8.919477585E1
4.088005417E0,1.911010742E-1,-8.810702515E1,1.559573364E1,8.947687583E1
4.097993417E0,1.429138184E-1,-8.791622925E1,1.562023926E1,8.929320055E1
4.107981417E0,7.630920410E-2,-8.810327148E1,1.560667419E1,8.947491575E1
4.117970417E0,-3.742980957E-2,-8.878103638E1,1.536607361E1,9.010099910E1
4.127958417E0,1.036529541E-1,-8.850164795E1,1.550588989E1,8.984979162E1
4.137946417E0,5.746459961E-2,-8.872811890E1,1.578511047E1,9.012131878E1
4.147935417E0,7.678222656E-2,-8.860180664E1,1.596125793E1,9.002803891E1
4.157923417E0,5.517578125E-2,-8.883178711E1,1.588868713E1,9.024156373E1
4.167911417E0,8.070373535E-2,-8.899761963E1,1.590316772E1,9.040737556E1
4.177900417E0,2.282409668E-1,-8.876083374E1,1.608666992E1,9.020708758E1
4.187888417E0,2.508087158E-1,-8.895776367E1,1.623277283E1,9.042703985E1
4.197876417E0,3.920135498E-1,-8.887020874E1,1.639653015E1,9.037097918E1
4.207865417E0,3.869171143E-1,-8.905017090E1,1.607450867E1,9.049017886E1
4.217853417E0,2.808380127E-1,-8.914279175E1,1.655430603E1,9.066731075E1
4.227842417E0,3.101348877E-1,-8.908212280E1,1.656115723E1,9.060901012E1
4.237830417E0,3.532104492E-1,-8.915402222E1,1.657873535E1,9.068306844E1
4.247818417E0,5.011596680E-1,-8.897293091E1,1.673780823E1,9.053500881E1
4.257807417E0,3.767700195E-1,-8.923803711E1,1.686410522E1,9.081832011E1
4.267795417E0,4.539642334E-1,-8.940405273E1,1.688452148E1,9.098559114E1
4.277783417E0,5.671234131E-1,-8.914880371E1,1.718261719E1,9.079137165E1
4.287771792E0,4.773406982E-1,-8.942077637E1,1.728308105E1,9.107693446E1
4.297759792E0,6.274871826E-1,-8.914089966E1,1.739303589E1,9.082406856E1
4.307747792E0,4.740142822E-1,-8.943395996E1,1.749783325E1,9.113085127E1
4.317736792E0,5.897064209E-1,-8.956881714E1,1.750233459E1,9.126473839E1
4.327724792E0,6.807708740E-1,-8.932730103E1,1.738137817E1,9.100517823E1
4.337712792E0,4.521179199E-1,-8.969146729E1,1.745687866E1,9.137563311E1
4.347701792E0,6.576385498E-1,-8.935491943E1,1.771885681E1,9.109715694E1
4.357689792E0,6.160888672E-1,-8.968795776E1,1.787789917E1,9.145451663E1
4.367677792E0,5.102844238E-1,-8.985818481E1,1.799118042E1,9.164298304E1
4.377666792E0,7.004241943E-1,-8.949557495E1,1.789981079E1,9.127076069E1
4.387654792E0,8.551483154E-1,-8.967199707E1,1.788778687E1,9.144272118E1
4.397643792E0,9.286193848E-1,-8.967733765E1,1.813061523E1,9.149648316E1
4.407631792E0,7.916259766E-1,-9.000817871E1,1.812771606E1,9.181891415E1
4.417619792E0,6.851806641E-1,-9.007681274E1,1.827761841E1,9.191503142E1
4.427608792E0,9.379119873E-1,-8.973135376E1,1.854393005E1,9.163226980E1
4.437596792E0,8.080596924E-1,-8.995416260E1,1.844657898E1,9.182962814E1
4.447584792E0,9.048614502E-1,-8.992050171E1,1.873471069E1,9.185589141E1
4.457573792E0,9.723358154E-1,-9.023049927E1,1.878865051E1,9.217104656E1
4.467561792E0,8.843994141E-1,-9.036700439E1,1.892451477E1,9.233154881E1
4.477549792E0,9.583282471E-1,-9.012573242E1,1.917564392E1,9.214809470E1
4.487538792E0,9.802246094E-1,-9.019674683E1,1.901733398E1,9.218499319E1
4.497526792E0,1.036788940E0,-8.999688721E1,1.919976807E1,9.202796169E1
4.507514792E0,9.335174561E-1,-9.044686890E1,1.926568604E1,9.248066937E1
4.517503792E0,9.233093262E-1,-9.068035889E1,1.927934265E1,9.271177401E1
4.527491792E0,1.139953613E0,-9.050027466E1,1.932073975E1,9.254669195E1
4.537479792E0,9.895629883E-1,-9.061868286E1,1.962158203E1,9.272395268E1
4.547468792E0,1.116912842E0,-9.045904541E1,1.969479370E1,9.258494094E1
4.557456792E0,9.706115723E-1,-9.085632324E1,1.996934509E1,9.303003979E1
4.567444792E0,9.692535400E-1,-9.106347656E1,2.016789246E1,9.327507760E1
4.577433792E0,1.057800293E0,-9.081872559E1,2.024633789E1,9.305414583E1
4.587421792E0,1.077758789E0,-9.104562378E1,2.011511230E1,9.324743919E1
4.597410792E0,1.198059082E0,-9.085891724E1,2.058943176E1,9.317028972E1
4.607398792E0,1.073547363E0,-9.106228638E1,2.060719299E1,9.337102820E1
4.617386792E0,1.193527222E0,-9.125323486E1,2.044287109E1,9.352266227E1
4.627375792E0,1.205810547E0,-9.094650269E1,2.056007385E1,9.324932690E1
4.637363792E0,1.232940674E0,-9.121057129E1,2.075040436E1,9.354927973E1
4.647351792E0,1.368286133E0,-9.109072876E1,2.096088409E1,9.348129083E1
4.657340792E0,1.190490723E0,-9.132598877E1,2.102072906E1,9.372152657E1
4.667328792E0,1.067001343E0,-9.156130981E1,2.118330383E1,9.398587292E1
4.677316792E0,1.226470947E0,-9.121331787E1,2.123183441E1,9.365983334E1
4.687305792E0,1.288314819E0,-9.143750000E1,2.123849487E1,9.388050823E1
4.697293792E0,1.271316528E0,-9.131985474E1,2.148151398E1,9.382104006E1
4.707281792E0,1.189163208E0,-9.160345459E1,2.140884399E1,9.407946430E1
4.717270792E0,1.188720703E0,-9.169375610E1,2.165026093E1,9.422256504E1
4.727258792E0,1.471939087E0,-9.141210938E1,2.185880280E1,9.400078513E1
4.737246792E0,1.321395874E0,-9.157061768E1,2.177989960E1,9.413441525E1
4.747235792E0,1.421096802E0,-9.149325562E1,2.222425079E1,9.416449789E1
4.757223792E0,1.346603394E0,-9.165121460E1,2.212639618E1,9.429388043E1
4.767212792E0,1.265808105E0,-9.191189575E1,2.243076324E1,9.461785239E1
4.777200792E0,1.538406372E0,-9.161920166E1,2.247274017E1,9.434759593E1
4.787188792E0,1.493453979E0,-9.183697510E1,2.249449158E1,9.456353711E1
4.797177792E0,1.626022339E0,-9.168609619E1,2.270021057E1,9.446842723E1
4.807165792E0,1.540740967E0,-9.207504272E1,2.262754059E1,9.482717421E1
4.817153792E0,1.556213379E0,-9.220223999E1,2.295619202E1,9.502979328E1
4.827142792E0,1.605819702E0,-9.200521851E1,2.296951294E1,9.484269826E1
4.837130792E0,1.567245483E0,-9.217178345E1,2.312140656E1,9.504048276E1
4.847118792E0,1.682128906E0,-9.212106323E1,2.346031189E1,9.507631715E1
4.857107792E0,1.647827148E0,-9.250833130E1,2.356617737E1,9.547707269E1
4.867095792E0,1.454971313E0,-9.267214966E1,2.369999695E1,9.566574162E1
4.877083792E0,1.756149292E0,-9.229144287E1,2.364237976E1,9.528775686E1
4.887072792E0,1.689178467E0,-9.242691040E1,2.351813507E1,9.538705241E1
4.897060792E0,1.751922607E0,-9.223999023E1,2.386105347E1,9.529236540E1
4.907048792E0,1.718643188E0,-9.251727295E1,2.384472656E1,9.555611186E1
4.917037792E0,1.560882568E0,-9.339138794E1,2.385854340E1,9.640341171E1
4.927025792E0,1.716308594E0,-9.328799438E1,2.409649658E1,9.636512211E1
4.937013792E0,1.731292725E0,-9.330511475E1,2.387399292E1,9.632657655E1
4.947002792E0,1.843109131E0,-9.325753784E1,2.395251465E1,9.630206838E1
4.956990792E0,1.732818604E0,-9.347000122E1,2.413489532E1,9.655121419E1
4.966979792E0,1.639434814E0,-9.354791260E1,2.415664673E1,9.663044696E1
4.976967792E0,1.779159546E0,-9.335180664E1,2.419400024E1,9.645244870E1
4.986955792E0,1.754425049E0,-9.355874634E1,2.423959351E1,9.666372079E1
4.996944792E0,1.997100830E0,-9.338504028E1,2.459731293E1,9.659079647E1
5.006932792E0,1.912277222E0,-9.363568115E1,2.460884857E1,9.683435866E1
5.016920792E0,1.878555298E0,-9.372796631E1,2.474517059E1,9.695764078E1
5.026909792E0,1.796417236E0,-9.348837280E1,2.474863434E1,9.672537343E1
5.036897792E0,1.771560669E0,-9.366784668E1,2.484407806E1,9.692281539E1
5.046885792E0,1.842041016E0,-9.350469971E1,2.513578796E1,9.684177724E1
5.056874792E0,1.771469116E0,-9.397280884E1,2.514009094E1,9.729363328E1
5.066862792E0,2.013092041E0,-9.395672607E1,2.533062744E1,9.733221255E1
5.076850792E0,2.081802368E0,-9.370391846E1,2.561948395E1,9.716540636E1
5.086839792E0,1.938842773E0,-9.394943237E1,2.555843353E1,9.738320430E1
5.096827792E0,2.081161499E0,-9.387359619E1,2.585403442E1,9.739103856E1
5.106815792E0,2.111160278E0,-9.410183716E1,2.585321808E1,9.761148313E1
5.116804792E0,2.038452148E0,-9.434832764E1,2.614307404E1,9.792457575E1
5.126792792E0,2.150695801E0,-9.427398682E1,2.633901978E1,9.790788551E1
5.136780792E0,2.090942383E0,-9.450363159E1,2.635166931E1,9.813113114E1
5.146769792E0,2.193283081E0,-9.426757812E1,2.668089294E1,9.799518776E1
5.156757792E0,2.110031128E0,-9.466735840E1,2.658292389E1,9.835147594E1
5.166746792E0,2.062561035E0,-9.476007080E1,2.701340485E1,9.855683242E1
5.176734792E0,2.245254517E0,-9.449203491E1,2.699088287E1,9.829696632E1
5.186722792E0,2.167907715E0,-9.475900269E1,2.709172058E1,9.857956045E1
5.196711792E0,2.300765991E0,-9.451672363E1,2.749964905E1,9.846286238E1
5.206699792E0,2.250900269E0,-9.497326660E1,2.748353577E1,9.889556441E1
5.216687792E0,2.236724854E0,-9.499194336E1,2.772053528E1,9.897929237E1
5.226676792E0,2.368087769E0,-9.487622070E1,2.788706970E1,9.891811640E1
5.236664792E0,2.418090820E0,-9.505819702E1,2.823019409E1,9.919098670E1
5.246652792E0,2.573974609E0,-9.505053711E1,2.835845947E1,9.922415116E1
5.256641792E0,2.438827515E0,-9.527499390E1,2.858071136E1,9.949939399E1
5.266629792E0,2.330688477E0,-9.538159180E1,2.861027527E1,9.960736927E1
5.276617792E0,2.445861816E0,-9.534158325E1,2.885492706E1,9.964239335E1
5.286606833E0,2.617309570E0,-9.537258911E1,2.889044952E1,9.968670492E1
5.296594833E0,2.608444214E0,-9.534286499E1,2.940596008E1,9.980869889E1
5.306582833E0,2.561462402E0,-9.561694336E1,2.942432404E1,1.000747310E2
5.316571833E0,2.562377930E0,-9.659967041E1,2.938092804E1,1.010014903E2
5.326559833E0,2.767105103E0,-9.638104248E1,2.949858856E1,1.008321821E2
5.336548833E0,2.659240723E0,-9.666998291E1,2.962702942E1,1.011430572E2
5.346536833E0,2.897354126E0,-9.658642578E1,3.002188110E1,1.011861930E2
5.356524833E0,2.801803589E0,-9.699551392E1,2.983358002E1,1.015185812E2
5.366513833E0,2.764465332E0,-9.694995117E1,3.019740295E1,1.015815852E2
5.376501833E0,3.032577515E0,-9.679739380E1,3.045721436E1,1.015212977E2
5.386489833E0,2.905807495E0,-9.708645630E1,3.050904083E1,1.018087682E2
5.396478833E0,3.023849487E0,-9.699334717E1,3.070919037E1,1.017836305E2
5.406466833E0,3.062500000E0,-9.733230591E1,3.102618408E1,1.022036241E2
5.416454833E0,2.907455444E0,-9.757656860E1,3.138244629E1,1.025402261E2
5.426443833E0,2.900283813E0,-9.736141968E1,3.155070496E1,1.023870337E2
5.436431833E0,2.946136475E0,-9.759588623E1,3.149707794E1,1.025948471E2
5.446419833E0,3.052352905E0,-9.738952637E1,3.165810394E1,1.024513165E2
5.456408833E0,3.096252441E0,-9.771627808E1,3.172230530E1,1.027830844E2
5.466396833E0,3.175628662E0,-9.788003540E1,3.212229156E1,1.030651617E2
5.476385833E0,3.399612427E0,-9.775158691E1,3.243365479E1,1.030479115E2
5.486373833E0,3.314315796E0,-9.810421753E1,3.220772552E1,1.033090498E2
5.496361833E0,3.488189697E0,-9.801977539E1,3.259723663E1,1.033567785E2
5.506350833E0,3.400451660E0,-9.836376953E1,3.277539062E1,1.037363025E2
5.516338833E0,3.382171631E0,-9.838928223E1,3.285264587E1,1.037843258E2
5.526326833E0,3.389450073E0,-9.825711060E1,3.289382935E1,1.036723308E2
5.536315833E0,3.478408813E0,-9.847860718E1,3.305935669E1,1.039377528E2
5.546303833E0,3.664367676E0,-9.835485840E1,3.322505188E1,1.038797855E2
5.556291833E0,3.576858521E0,-9.888284302E1,3.343426514E1,1.044435764E2
5.566280833E0,3.697540283E0,-9.901904297E1,3.367431641E1,1.046537255E2
5.576268833E0,3.967590332E0,-9.885235596E1,3.401014709E1,1.046146269E2
5.586257833E0,3.817184448E0,-9.905438232E1,3.402951050E1,1.048062457E2
5.596245833E0,3.910095215E0,-9.899322510E1,3.426266479E1,1.048278477E2
5.606233833E0,3.898178101E0,-9.933529663E1,3.457003784E1,1.052510545E2
5.616222833E0,4.055862427E0,-9.938742065E1,3.473635101E1,1.053609201E2
5.626210833E0,4.011962891E0,-9.927899170E1,3.503289795E1,1.053551991E2
5.636198833E0,4.121368408E0,-9.956866455E1,3.511045837E1,1.056581702E2
5.646187833E0,4.397872925E0,-9.941345215E1,3.534596252E1,1.056016705E2
5.656175833E0,4.371429443E0,-9.977862549E1,3.552280426E1,1.060035524E2
5.666163833E0,4.433410645E0,-9.986441040E1,3.583419037E1,1.061915477E2
5.676152833E0,4.412750244E0,-9.972045898E1,3.619326782E1,1.061771865E2
5.686140833E0,4.333099365E0,-9.998553467E1,3.634079742E1,1.064731724E2
5.696128833E0,4.489944458E0,-9.992181396E1,3.641102600E1,1.064438412E2
5.706117833E0,4.560440063E0,-1.003385010E2,3.669445038E1,1.069350040E2
5.716105833E0,4.510925293E0,-1.007417908E2,3.683171844E1,1.073584293E2
5.726094833E0,4.721038818E0,-1.005092773E2,3.704689026E1,1.072234821E2
5.736082833E0,4.663452148E0,-1.008683777E2,3.720453644E1,1.076120576E2
5.746070833E0,4.766799927E0,-1.006445923E2,3.764282990E1,1.075594672E2
5.756059833E0,4.792129517E0,-1.009493103E2,3.772772980E1,1.078754344E2
5.766047833E0,4.975906372E0,-1.011080627E2,3.796681976E1,1.081160460E2
5.776035833E0,5.049179077E0,-1.009841003E2,3.828778839E1,1.081167770E2
5.786024833E0,4.998504639E0,-1.012906189E2,3.844823456E1,1.084575551E2
5.796012833E0,5.083740234E0,-1.012343750E2,3.886875916E1,1.085588483E2
5.806000833E0,5.134353638E0,-1.015916443E2,3.899502563E1,1.089395970E2
5.815989833E0,5.153701782E0,-1.016777649E2,3.938937378E1,1.091624994E2
5.825977833E0,5.321731567E0,-1.015096436E2,3.957794952E1,1.090822747E2
5.835966833E0,5.348754883E0,-1.017845154E2,3.995132446E1,1.094751345E2
5.845954833E0,5.369171143E0,-1.018080444E2,4.013534546E1,1.095652859E2
5.855942833E0,5.413619995E0,-1.021697693E2,4.014239502E1,1.099062369E2
5.865931833E0,5.490066528E0,-1.021340027E2,4.054692078E1,1.100252158E2
5.875919833E0,5.565551758E0,-1.021093140E2,4.089984894E1,1.101366651E2
5.885907833E0,5.630401611E0,-1.023295288E2,4.091693878E1,1.103504860E2
5.895896833E0,5.648529053E0,-1.022292480E2,4.112319183E1,1.103351347E2
5.905884833E0,5.657028198E0,-1.026583862E2,4.122268677E1,1.107702854E2
5.915872833E0,5.839553833E0,-1.026942139E2,4.154717255E1,1.109340773E2
5.925861833E0,6.115798950E0,-1.025823975E2,4.182025146E1,1.109481171E2
5.935849833E0,6.111038208E0,-1.029660034E2,4.217267609E1,1.114355296E2
5.945838833E0,6.209884644E0,-1.028644714E2,4.222096252E1,1.113654876E2
5.955826833E0,6.211334229E0,-1.031170349E2,4.242045593E1,1.116745210E2
5.965814833E0,6.327148438E0,-1.032413940E2,4.268317413E1,1.118958069E2
5.975803833E0,6.393356323E0,-1.032123413E2,4.274510956E1,1.118964110E2
5.985791833E0,6.476943970E0,-1.035108948E2,4.304060364E1,1.122895797E2
5.995779833E0,6.554367065E0,-1.034346619E2,4.327188873E1,1.123127124E2
6.005768833E0,6.559967041E0,-1.038540649E2,4.340235901E1,1.127495665E2
6.015756833E0,6.586334229E0,-1.040425110E2,4.374192047E1,1.130556478E2
6.025744833E0,6.637542725E0,-1.039385986E2,4.406253052E1,1.130875584E2
6.035733833E0,6.735412598E0,-1.043500061E2,4.422953796E1,1.135365209E2
6.045721833E0,6.830642700E0,-1.043621521E2,4.451937103E1,1.136665776E2
6.055710833E0,6.763397217E0,-1.046795044E2,4.439554596E1,1.139056921E2
6.065698833E0,6.779067993E0,-1.047070923E2,4.457344818E1,1.140014176E2
6.075686833E0,6.768096924E0,-1.046078796E2,4.489880371E1,1.140373544E2
6.085675833E0,6.818130493E0,-1.048869934E2,4.511705017E1,1.143823260E2
6.095663833E0,6.978790283E0,-1.048746643E2,4.536868286E1,1.144801996E2
6.105651833E0,6.964797974E0,-1.051974792E2,4.557118225E1,1.148553469E2
6.115640833E0,7.178207397E0,-1.054067993E2,4.561302185E1,1.150767907E2
6.125628833E0,7.232803345E0,-1.053964233E2,4.601253510E1,1.152296528E2
6.135616833E0,7.202941895E0,-1.056813049E2,4.625912476E1,1.155868816E2
6.145605833E0,7.330795288E0,-1.056035461E2,4.652632904E1,1.156310893E2
6.155593833E0,7.264190674E0,-1.060712891E2,4.706534576E1,1.162713791E2
6.165582833E0,7.360855103E0,-1.062221985E2,4.725733948E1,1.164928915E2
6.175570833E0,7.584091187E0,-1.060307617E2,4.758961487E1,1.164680742E2
6.185558833E0,7.592926025E0,-1.063817444E2,4.750598907E1,1.167542165E2
6.195547833E0,7.715637207E0,-1.062777405E2,4.792076874E1,1.168370201E2
6.205535833E0,7.568191528E0,-1.068098145E2,4.814154816E1,1.174019704E2
6.215523833E0,7.506790161E0,-1.069137878E2,4.842235565E1,1.176079694E2
6.225512833E0,7.783050537E0,-1.068264160E2,4.872187042E1,1.176702158E2
6.235500833E0,7.831253052E0,-1.071230774E2,4.867546082E1,1.179236309E2
6.245488833E0,7.890350342E0,-1.070396729E2,4.922936249E1,1.180816638E2
6.255477833E0,7.754211426E0,-1.074359131E2,4.941203308E1,1.185080260E2
6.265465833E0,7.887313843E0,-1.075469055E2,4.959638977E1,1.186943490E2
6.275453833E0,7.923339844E0,-1.073639832E2,4.970349884E1,1.185758913E2
6.285442917E0,8.008239746E0,-1.077853088E2,4.992145538E1,1.190544263E2
6.295430917E0,8.130508423E0,-1.077189026E2,5.032224274E1,1.191712854E2
6.305419917E0,8.223770142E0,-1.080155640E2,5.054914856E1,1.195416617E2
6.315407917E0,8.281585693E0,-1.082050781E2,5.116402435E1,1.199778354E2
6.325395917E0,8.438949585E0,-1.080421448E2,5.113996124E1,1.198316175E2
6.335384917E0,8.228118896E0,-1.084490051E2,5.112436676E1,1.201773254E2
6.345372917E0,8.484191895E0,-1.084264832E2,5.163901520E1,1.203946496E2
6.355360917E0,8.564193726E0,-1.089152527E2,5.176646423E1,1.208951798E2
6.365349917E0,8.606903076E0,-1.089726562E2,5.198394012E1,1.210431684E2
6.375337917E0,8.736251831E0,-1.089419861E2,5.245703125E1,1.212287860E2
6.385325917E0,8.636642456E0,-1.092500916E2,5.260073090E1,1.215607296E2
6.395314917E0,8.813125610E0,-1.092298889E2,5.289615631E1,1.216833726E2
6.405302917E0,8.780334473E0,-1.097387390E2,5.302565002E1,1.221941270E2
6.415291917E0,8.865081787E0,-1.097846375E2,5.352983856E1,1.224610138E2
6.425279917E0,9.158569336E0,-1.097435608E2,5.373441315E1,1.225353650E2
6.435267917E0,9.103927612E0,-1.099718323E2,5.382394409E1,1.227750070E2
6.445256917E0,9.361145020E0,-1.099056396E2,5.435594940E1,1.229693047E2
6.455244917E0,9.238433838E0,-1.104478760E2,5.467297363E1,1.235848535E2
