"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.340158875E0;-1.877096558E-1;1.175505524E0;9.688003693E0;9.760863881E0
1.350219875E0;-1.963916016E-1;1.182690582E0;9.684411163E0;9.758337269E0
1.360280875E0;-2.041754150E-1;1.174308014E0;9.688303070E0;9.761347412E0
1.370341875E0;-2.016307068E-1;1.178349609E0;9.688602448E0;9.762078679E0
1.380402875E0;-2.025288391E-1;1.177451477E0;9.677675171E0;9.751143862E0
1.390463875E0;-1.960922241E-1;1.186133423E0;9.677375793E0;9.751767373E0
1.400523875E0;-1.910028076E-1;1.181942139E0;9.685009918E0;9.758733853E0
1.410584875E0;-1.844165039E-1;1.179247742E0;9.684710541E0;9.757984061E0
1.420645875E0;-1.763333130E-1;1.185235291E0;9.684560852E0;9.758411501E0
1.430706875E0;-1.752854919E-1;1.187929688E0;9.683063965E0;9.757234736E0
1.440767875E0;-1.673519897E-1;1.194066925E0;9.691745911E0;9.766460019E0
1.450828875E0;-1.613644409E-1;1.186283112E0;9.682016144E0;9.755754338E0
1.460889875E0;-1.694476318E-1;1.196162567E0;9.690847778E0;9.765861357E0
1.470949875E0;-1.663041687E-1;1.197659454E0;9.686506805E0;9.761683223E0
1.481010875E0;-1.676513672E-1;1.191821594E0;9.696386261E0;9.770795884E0
1.491071875E0;-1.737886047E-1;1.186432800E0;9.696386261E0;9.770247274E0
1.501132875E0;-1.758842468E-1;1.186732178E0;9.679770813E0;9.753831633E0
1.511193875E0;-1.817221069E-1;1.188528442E0;9.682465210E0;9.756831213E0
1.521254875E0;-2.014810181E-1;1.181792450E0;9.683962097E0;9.757886549E0
1.531314875E0;-2.112107849E-1;1.174906769E0;9.683213654E0;9.756517953E0
1.541375875E0;-2.104623413E-1;1.174906769E0;9.697134705E0;9.770318408E0
1.551436875E0;-2.095642090E-1;1.174158325E0;9.703421631E0;9.776449063E0
1.561497875E0;-1.992356873E-1;1.177002411E0;9.677525482E0;9.750873243E0
1.571558875E0;-1.895059204E-1;1.176703033E0;9.682165833E0;9.755248727E0
1.581619875E0;-2.041754150E-1;1.175954590E0;9.683063965E0;9.756345860E0
