"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1.008349958E0;7.416627045E0;-6.706054688E-2;6.446644135E0;9.827007400E0
1.018425958E0;7.407945099E0;-7.214996338E-2;6.457421722E0;9.827570987E0
1.028501958E0;7.401658173E0;-8.562194824E-2;6.459217987E0;9.824121937E0
1.038577958E0;7.406448212E0;-8.756790161E-2;6.458768921E0;9.827453344E0
1.048653958E0;7.410639496E0;-8.771759033E-2;6.455775146E0;9.828647153E0
1.058729958E0;7.415579224E0;-7.214996338E-2;6.463409271E0;9.837259794E0
1.068805958E0;7.412136383E0;-6.047424316E-2;6.463708649E0;9.834782783E0
1.078881958E0;7.401658173E0;-6.706054688E-2;6.464457092E0;9.827423178E0
1.088957958E0;7.402256927E0;-6.840774536E-2;6.487509155E0;9.843061631E0
1.099033958E0;7.395820313E0;-7.948471069E-2;6.494245148E0;9.842748394E0
1.109109958E0;7.383246460E0;-8.756790161E-2;6.486910400E0;9.828530051E0
1.119185958E0;7.401957550E0;-8.232879639E-2;6.474935303E0;9.834660176E0
1.129261958E0;7.410040741E0;-6.795867920E-2;6.463409271E0;9.833055556E0
1.139337958E0;7.413034515E0;-6.855743408E-2;6.457122345E0;9.831185576E0
1.149413958E0;7.427704010E0;-5.927673340E-2;6.466552734E0;9.848380824E0
1.159489958E0;7.414082336E0;-5.059478760E-2;6.454577637E0;9.830195786E0
1.169564958E0;7.391629028E0;-7.649093628E-2;6.441554718E0;9.804879282E0
1.179640958E0;7.407795410E0;-8.741821289E-2;6.456074524E0;9.826696955E0
1.189716958E0;7.399113464E0;-8.098159790E-2;6.468798065E0;9.828468166E0
1.199792958E0;7.406747589E0;-8.517288208E-2;6.460714874E0;9.828936919E0
1.209868958E0;7.415130157E0;-6.406677246E-2;6.467899933E0;9.839816530E0
1.219944958E0;7.418572998E0;-6.616241455E-2;6.479575653E0;9.850101697E0
1.230020958E0;7.403753815E0;-6.346801758E-2;6.465504913E0;9.829666959E0
1.240096958E0;7.402256927E0;-6.331832886E-2;6.464008026E0;9.827553948E0
1.250172833E0;7.408693542E0;-8.442443848E-2;6.479126587E0;9.842507243E0
1.260248833E0;7.405550079E0;-9.086105347E-2;6.467151489E0;9.832317941E0
1.270324833E0;7.400310974E0;-8.113128662E-2;6.468199310E0;9.828976911E0
1.280400833E0;7.414381714E0;-8.113128662E-2;6.469845886E0;9.840657716E0
1.290476833E0;7.417974243E0;-6.436614990E-2;6.457870789E0;9.835373912E0
1.300552833E0;7.424710236E0;-6.721023560E-2;6.446644135E0;9.833110388E0
1.310628833E0;7.406148834E0;-7.514373779E-2;6.465504913E0;9.831553332E0
1.320704833E0;7.407645721E0;-8.666976929E-2;6.471492462E0;9.836713957E0
1.330780833E0;7.388934631E0;-9.235794067E-2;6.463109894E0;9.817162241E0
1.340856833E0;7.403903503E0;-9.295669556E-2;6.483617249E0;9.841936835E0
1.350932833E0;7.404651947E0;-6.421646118E-2;6.486611023E0;9.844242824E0
1.361008833E0;7.398963776E0;-6.975494385E-2;6.462511139E0;9.824132579E0
1.371084833E0;7.408992920E0;-6.526428223E-2;6.474486237E0;9.839532892E0
1.381159833E0;7.410190430E0;-7.095245361E-2;6.469396820E0;9.837126190E0
1.391235833E0;7.406897278E0;-8.068222046E-2;6.462361450E0;9.830094222E0
1.401311833E0;7.402406616E0;-8.951385498E-2;6.463708649E0;9.827673475E0
1.411387833E0;7.408843231E0;-9.295669556E-2;6.468648376E0;9.835802499E0
1.421463833E0;7.410489807E0;-8.592132568E-2;6.457421722E0;9.829600041E0
1.431539833E0;7.424261169E0;-7.005432129E-2;6.454128571E0;9.837699788E0
1.441615833E0;7.423961792E0;-6.661148071E-2;6.450685730E0;9.835191516E0
1.451691833E0;7.407945099E0;-6.885681152E-2;6.452631683E0;9.824400617E0
1.461767833E0;7.404951324E0;-8.322692871E-2;6.465055847E0;9.830421046E0
1.471843833E0;7.412585449E0;-9.355545044E-2;6.478078766E0;9.844830124E0
1.481919833E0;7.389234009E0;-8.741821289E-2;6.468049622E0;9.820595048E0
1.491995833E0;7.392976227E0;-7.798782349E-2;6.475084991E0;9.827965468E0
1.502071833E0;7.403155060E0;-7.005432129E-2;6.473737793E0;9.834678107E0
1.512147833E0;7.410639496E0;-6.631210327E-2;6.467301178E0;9.836054064E0
1.522223833E0;7.417375488E0;-5.763015747E-2;6.454427948E0;9.832620226E0
1.532299833E0;7.413184204E0;-7.723937988E-2;6.463259583E0;9.835394776E0
1.542375833E0;7.398215332E0;-8.711883545E-2;6.464008026E0;9.824692339E0
1.552451833E0;7.398664398E0;-8.232879639E-2;6.449338531E0;9.815344131E0
